MS SubClass,Lot Frontage,Lot Area,Condition 1,Condition 2,House Style,Overall Qual,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Exter Cond,Bsmt Exposure,Bsmt Exposure,BsmtFin SF 2,Heating,Heating QC,Heating QC,Low Qual Fin SF,Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Functional,Garage Cars,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,Sale Condition,SalePrice
45,85.0,12172,Norm,Norm,1.5Unf,5,Gable,None,0.0,TA,TA,No,No,259.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,192,0,2007,Normal,138500
20,78.0,11645,Norm,Norm,1Story,8,Gable,Stone,76.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,237000
75,60.0,6204,Norm,Norm,2.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,481,1,1,5,1,Typ,1.0,0,0,0,2006,Normal,118500
60,68.0,8846,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,173900
20,85.0,13770,Feedr,Norm,1Story,5,Gable,BrkFace,340.0,TA,TA,Mn,Mn,873.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,137000
80,62.0,7750,Norm,Norm,SLvl,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,156000
85,70.0,8400,Feedr,Norm,SFoyer,5,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,140000
60,,9839,Norm,Norm,2Story,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,2500,2009,Normal,204000
60,,12394,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Family,225000
70,43.0,5707,Feedr,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,105000
60,67.0,10566,Norm,Norm,2Story,8,Gable,BrkFace,261.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2006,Normal,268500
20,,10920,Norm,Norm,1Story,6,Hip,BrkFace,212.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,176,0,0,2008,Normal,157000
60,85.0,10625,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2008,Normal,250000
50,54.0,6342,Feedr,Norm,1.5Fin,5,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,0.0,176,0,0,2010,Normal,94000
20,93.0,18265,Norm,Norm,1Story,6,Gable,BrkFace,228.0,Gd,Gd,Av,Av,60.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,180000
20,82.0,11880,RRAn,Norm,1Story,7,Gable,BrkFace,206.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2009,Abnorml,157000
50,60.0,9738,Norm,Norm,1.5Fin,5,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,4,1,Typ,1.0,236,0,0,2006,Normal,104900
20,65.0,7441,Norm,Norm,1Story,7,Gable,BrkFace,170.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,181000
30,45.0,8212,Norm,Norm,1Story,3,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,96,0,0,2010,Normal,58500
50,51.0,6120,Norm,Norm,1.5Fin,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2006,Abnorml,75000
20,75.0,13125,Norm,Norm,1Story,6,Gable,BrkFace,215.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,208900
70,53.0,6720,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,141500
30,50.0,8635,Norm,Norm,1Story,5,Hip,None,0.0,Fa,Fa,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,5.0,105,0,0,2009,Normal,126500
60,,8470,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,No,No,276.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,235000
30,94.0,9259,Feedr,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2010,Normal,85000
20,74.0,7733,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,0.0,0,0,0,2006,Normal,139500
50,60.0,8850,Norm,Norm,1.5Fin,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,144,0,0,2007,Normal,165000
50,,11250,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,1,1,5,1,Min2,1.0,0,0,0,2009,Normal,161500
20,,6173,Norm,Norm,1Story,5,Gable,BrkFace,75.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,125500
160,21.0,1953,Norm,Norm,2Story,6,Gable,BrkFace,408.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2006,Normal,83000
20,100.0,21750,Norm,Norm,1Story,5,Hip,BrkFace,75.0,Fa,Fa,,,0.0,GasA,TA,TA,0,1,1,3,1,Min1,2.0,0,0,0,2009,Normal,115000
45,50.0,6900,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,119000
60,75.0,9750,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,274300
60,114.0,17242,Norm,Norm,2Story,9,Hip,BrkFace,738.0,Gd,Gd,Gd,Gd,1393.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,210,0,2006,Normal,584500
20,115.0,16905,Norm,Norm,1Story,5,Gable,None,0.0,Gd,Gd,Gd,Gd,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,0,0,0,2007,Normal,170000
20,89.0,13214,Norm,Norm,1Story,9,Hip,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2010,Normal,378500
60,134.0,19378,Norm,Norm,2Story,7,Gable,BrkFace,456.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2006,Partial,320000
190,80.0,8800,RRAn,Norm,1Story,6,Hip,None,0.0,Gd,Gd,Mn,Mn,252.0,GasA,Ex,Ex,0,2,2,3,1,Min1,1.0,211,0,460,2006,Abnorml,185900
190,50.0,7420,Artery,Artery,1.5Unf,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,2,Typ,1.0,0,0,0,2008,Normal,118000
50,51.0,10480,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,473,1,1,3,1,Maj2,1.0,0,0,0,2008,Normal,115000
60,75.0,12447,RRAn,Norm,2Story,8,Gable,Stone,192.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,252000
120,59.0,5568,Norm,Norm,1Story,8,Hip,Stone,473.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,2,2,2,1,Typ,2.0,0,153,0,2007,Partial,375000
60,106.0,11194,Norm,Norm,2Story,8,Gable,BrkFace,40.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,230500
20,55.0,8250,Feedr,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,492.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,134000
60,70.0,11207,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,185000
20,100.0,17500,PosA,Norm,1Story,6,Gable,Stone,420.0,TA,TA,Av,Av,435.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,224000
70,,5775,Feedr,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,112,0,0,2009,Normal,123000
60,70.0,9247,Norm,Norm,2Story,6,Gable,BrkFace,318.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,4,1,Typ,2.0,0,120,0,2008,Normal,171000
80,,8530,Norm,Norm,SLvl,7,Gable,BrkFace,22.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,700,2009,Normal,168500
60,,12205,Norm,Norm,2Story,6,Gable,BrkFace,157.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,2,2,5,1,Typ,2.0,0,0,0,2007,Normal,187500
30,61.0,8534,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Min1,0.0,112,0,0,2006,Normal,72000
120,24.0,2104,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,128500
20,87.0,10725,Norm,Norm,1Story,5,Hip,BrkFace,91.0,TA,TA,No,No,0.0,GasA,Fa,Fa,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,108538
75,60.0,19800,Norm,Norm,2.5Unf,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,3,3,5,1,Typ,2.0,32,0,0,2006,Normal,415000
50,44.0,13758,Norm,Norm,1.5Fin,7,Gable,BrkFace,117.0,Gd,Gd,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,187500
190,79.0,13110,RRAn,Feedr,1Story,5,Gable,BrkFace,144.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2006,Normal,146500
20,80.0,10400,Norm,Norm,1Story,6,Gable,BrkFace,120.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,159900
60,,11214,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,1,Typ,2.0,0,0,0,2006,Normal,199900
20,80.0,9760,Norm,Norm,1Story,6,Hip,BrkFace,218.0,TA,TA,Gd,Gd,263.0,GasA,TA,TA,0,1,1,2,1,Min1,2.0,113,240,0,2010,Normal,192000
20,70.0,12243,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,180,0,2007,Normal,175000
20,65.0,10816,Norm,Norm,1Story,9,Gable,Stone,364.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,332000
120,44.0,6442,Norm,Norm,1Story,8,Gable,Stone,178.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2007,Normal,202500
90,64.0,7018,Feedr,Norm,2Story,5,Gable,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,2,2,6,2,Typ,2.0,0,0,0,2009,Alloca,142953
50,40.0,5680,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,77,0,0,2007,AdjLand,117000
50,60.0,5790,Norm,Norm,2Story,3,Gambrel,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,2,2,3,2,Typ,1.0,202,0,0,2010,Normal,107400
190,100.0,9045,Norm,Norm,2Story,5,Gable,None,0.0,Fa,Fa,Mn,Mn,0.0,Grav,Fa,Fa,0,2,2,4,2,Typ,0.0,18,0,0,2010,Abnorml,76500
80,60.0,8400,Norm,Norm,SLvl,7,Gable,BrkFace,32.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,490,2009,Normal,189000
70,54.0,6629,Artery,Norm,2Story,6,Gambrel,None,0.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,1.0,0,0,0,2009,Normal,103600
20,,14357,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,167.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2007,Normal,140500
80,100.0,9600,Norm,Norm,SLvl,6,Hip,BrkFace,291.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,168,0,2007,Normal,158500
60,103.0,13125,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Mn,Mn,634.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,224,0,0,2007,Normal,238000
50,80.0,9600,Norm,Norm,1.5Fin,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Min2,1.0,0,0,0,2009,Normal,140000
20,80.0,10000,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,157000
90,,10624,Norm,Norm,1Story,5,Gable,BrkFace,84.0,TA,TA,No,No,264.0,GasA,TA,TA,0,2,2,6,2,Typ,1.0,0,0,0,2007,Normal,119000
60,,10832,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,500,2008,Normal,194500
20,72.0,11846,Norm,Norm,1Story,9,Hip,BrkFace,562.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2006,Normal,374000
20,73.0,9300,Feedr,Norm,1Story,5,Gable,BrkFace,324.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,143,0,2010,Normal,167500
30,60.0,8520,Norm,Norm,1Story,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2010,Normal,105900
60,72.0,8640,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Partial,255000
60,80.0,12435,Norm,Norm,2Story,7,Gable,BrkFace,172.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,231500
20,60.0,9060,Artery,Norm,1Story,5,Hip,BrkFace,98.0,TA,TA,,,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,120000
20,60.0,8172,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2007,Family,79275
85,72.0,10820,Feedr,Norm,SFoyer,5,Gable,BrkFace,153.0,TA,TA,Av,Av,159.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,130000
20,,11423,Norm,Norm,1Story,8,Gable,BrkFace,479.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,2000,2010,Normal,272000
60,63.0,9729,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,198444
20,75.0,10125,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,279.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,171500
20,,16269,Norm,Norm,1Story,5,Gable,BrkFace,76.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,140000
30,50.0,5784,Artery,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,80,0,0,2009,Normal,91300
20,100.0,21750,Artery,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,0,2008,Normal,113000
85,80.0,8800,Feedr,Norm,SFoyer,6,Gable,BrkFace,156.0,Gd,Gd,Gd,Gd,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2010,Abnorml,137500
50,50.0,5000,Feedr,Norm,1.5Fin,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,36,0,0,2006,Normal,159000
50,50.0,5925,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,448.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,96,0,0,2007,Normal,85000
60,70.0,7700,PosN,Norm,2Story,6,Gable,BrkFace,351.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,4,1,Typ,2.0,216,0,0,2010,Normal,155000
160,,5062,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Mn,Mn,182.0,GasA,Gd,Gd,0,2,2,3,1,Min1,2.0,0,0,0,2007,Normal,207500
90,75.0,8250,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,2,2,4,2,Typ,2.0,0,0,0,2009,Normal,160000
60,,7500,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,216000
60,,7851,Norm,Norm,2Story,6,Gable,,,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2010,Normal,216500
20,60.0,7200,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,,,0.0,GasA,Ex,Ex,0,1,1,2,1,Mod,1.0,0,0,0,2010,Normal,107500
60,76.0,9291,RRNe,Norm,2Story,6,Gable,BrkFace,120.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,187000
60,41.0,10905,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,240000
60,,11000,Norm,Norm,2Story,9,Hip,BrkFace,295.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2008,Normal,291000
20,77.0,9278,Feedr,Artery,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,0.0,0,0,0,2008,Abnorml,146000
60,,11949,Norm,Norm,2Story,7,Gable,BrkFace,196.0,Gd,Gd,No,No,216.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,235000
85,70.0,7669,Norm,Norm,SFoyer,5,Gable,None,0.0,TA,TA,Av,Av,110.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2009,Normal,149000
90,76.0,12436,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Fa,Fa,0,2,2,5,2,Typ,2.0,0,0,0,2008,Normal,146000
60,,11800,Norm,Norm,2Story,7,Gable,BrkFace,94.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,3,3,5,1,Typ,2.0,0,0,0,2007,Normal,279900
45,60.0,9000,Norm,Norm,1.5Unf,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,91,0,0,2009,Normal,76000
160,24.0,1950,Norm,Norm,2Story,6,Gable,None,0.0,Gd,Gd,No,No,612.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,151000
190,60.0,10800,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,2,Typ,2.0,126,0,0,2008,Normal,155000
160,24.0,2308,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,495.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,147000
70,50.0,6000,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,128000
30,,11515,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,1,1,3,1,Min2,1.0,60,0,0,2007,Normal,80000
50,65.0,6435,RRAn,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,140200
60,65.0,14006,Norm,Norm,2Story,7,Gable,BrkFace,144.0,TA,TA,,,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,192500
60,120.0,15611,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,233230
60,65.0,8125,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,197000
50,60.0,10800,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Min1,2.0,0,0,500,2006,Normal,170000
30,52.0,6240,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,360,1,1,2,1,Typ,2.0,112,0,0,2009,Normal,103000
70,80.0,8146,Norm,Norm,2Story,4,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,168,111,0,2009,Normal,114000
50,72.0,10632,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Mod,1.0,248,0,0,2010,Normal,107500
20,100.0,18494,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,199500
20,78.0,10206,PosN,Norm,1Story,8,Gable,BrkFace,294.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,257500
20,50.0,7207,Norm,Norm,1Story,5,Gable,None,0.0,Gd,Gd,Gd,Gd,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,0.0,0,0,0,2010,Normal,116500
60,160.0,15623,Norm,Norm,2Story,10,Hip,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,0,0,2007,Abnorml,745000
20,,9477,Norm,Norm,1Story,5,Gable,BrkFace,65.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,110000
20,75.0,9532,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,354.0,GasA,Gd,Gd,0,1,1,3,1,Min1,1.0,0,0,0,2007,Normal,153000
30,85.0,10625,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Fa,Fa,0,1,1,2,1,Typ,1.0,77,0,400,2010,Abnorml,83000
20,75.0,9825,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,161,0,2008,Abnorml,123000
70,54.0,7588,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,4,1,Typ,1.0,40,0,0,2006,Normal,200100
60,76.0,9120,Norm,Norm,2Story,6,Hip,BrkFace,270.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,185000
160,24.0,2160,Norm,Norm,2Story,7,Gable,BrkFace,212.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,160000
80,62.0,7706,Norm,Norm,SLvl,6,Gable,None,0.0,Gd,Gd,Av,Av,270.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,0,700,2009,Normal,131250
80,65.0,6305,Norm,Norm,SLvl,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,125200
20,89.0,10680,Norm,Norm,1Story,5,Hip,BrkFace,44.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Mod,2.0,0,0,0,2006,Normal,137900
20,65.0,8529,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,189000
30,60.0,7200,Norm,Norm,1Story,5,Gable,Stone,279.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,0,2007,Normal,130000
50,74.0,16287,Norm,Norm,1.5Fin,5,Gable,None,0.0,Gd,Gd,No,No,105.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,43,100,0,2007,Normal,122000
120,34.0,3901,Norm,Norm,1Story,6,Gable,Stone,182.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2007,Partial,204000
20,79.0,14463,Norm,Norm,1Story,9,Gable,BrkFace,406.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,316500
20,85.0,15428,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,195,0,2006,Normal,142000
20,75.0,10425,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,133000
60,84.0,10603,Norm,Norm,2Story,8,Hip,Stone,121.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,270000
60,65.0,12438,PosN,Norm,2Story,6,Gable,BrkFace,68.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,187000
20,73.0,39104,Norm,Norm,1Story,7,Flat,None,0.0,TA,TA,Gd,Gd,1063.0,GasA,Ex,Ex,0,1,1,2,1,Mod,2.0,0,0,0,2008,Normal,241500
